from_mcd_id,to_mcd_id,distance_meters
4,101,11786.554378526735
4,102,12022.233243018114
4,103,13126.773263140663
4,104,12278.50792512814
4,105,13274.268959100906
4,106,13471.370350244042
4,107,14291.349225696422
5,1,1509.4764507685134
5,2,420.2420392752699
5,4,2109.1105131649338
5,6,760.1249259281594
5,10,3133.098281192195
5,12,2015.4556364676132
5,14,3801.0966513799717
5,16,2252.097202984819
5,17,2916.4334027661694
5,20,4719.440188395287
5,22,2984.0273091938657
5,24,3607.5453750511374
5,29,4375.851719650299
5,36,6617.544037629667
5,38,4808.071200577854
5,40,7089.6474400391835
5,43,6042.574574620048
5,49,6557.489909805933
5,51,5717.289393506761
5,53,6129.7872426924405
5,55,7205.351264026701
5,58,6986.623472471542
5,59,6770.649701367844
5,61,6697.875895455492
5,63,6836.164747517122
5,64,7236.989889017602
5,65,7024.391494948737
5,70,7392.088612336448
5,71,7416.372094829059
5,73,7586.468141634009
5,75,8560.647809112981
5,80,8020.169059851782
5,81,8507.934467189192
5,84,8615.067464262158
5,85,8503.449817176179
5,87,9527.110984449475
5,91,8984.822009842184
5,93,9035.321638259811
5,97,10096.922032664887
5,101,10028.074246368633
5,102,10263.753110860012
5,103,11368.293130982558
5,104,10520.027792970039
5,105,11515.788826942804
5,106,11844.288142857135
5,107,12532.86909353832
6,1,2005.2497798894574
6,2,1180.3669652034296
6,4,1357.6124167166759
6,5,760.1249259281594
6,10,2484.375895924896
6,12,2713.740724539449
6,14,3394.6704719799004
6,16,1986.4322533051966
6,17,3614.7184908380045
6,20,4313.0140089952165
6,22,2711.945092315783
6,24,4305.830463122972
6,29,5074.136807722134
6,36,6211.117858229597
6,38,4714.457651244288
6,40,6775.12727900055
6,43,6740.859662691883
6,49,7255.774997877768
6,51,6062.45619300012
6,53,6530.654958133869
6,55,7893.252726509018
6,58,7638.397011747997
6,59,7171.517416809272
6,61,7098.743610896921
6,63,7181.331547010483
6,64,7799.8583050056
6,65,7425.259210390165
6,70,7737.255411829807
6,71,7817.239810270487
6,73,7987.3358570754335
6,75,8973.157662941327
6,80,8421.036775293205
6,81,8908.802182630616
6,84,9015.935179703583
6,85,8904.317532617602
6,87,9927.9786998909
6,91,9385.68972528361
6,93,9436.189353701235
6,97,10497.789748106312
6,101,10428.941961810058
6,102,10664.620826301438
6,103,11769.160846423987
6,104,10920.895508411464
6,105,11916.65654238423
6,106,12113.757933527366
6,107,12933.736808979746
10,1,2475.165801016158
10,2,3506.8635346734773
10,4,1126.7634792082213
10,5,3133.098281192195
10,6,2484.375895924896
10,12,4782.2203388240905
10,14,910.2945760550033
10,16,4470.8081492300935
10,17,5922.320638347121
10,20,1828.6381130703185
10,22,5196.320988240681
10,24,6581.225111175187
10,29,7384.255085576095
10,36,3726.7419623046967
10,38,7198.833547169185
10,40,4290.751383075649
10,43,8923.99205443018
10,49,9574.807651717012
10,51,8546.832088925017
10,53,9015.030854058765
10,55,10220.217715002538
10,58,10119.721753663736
10,59,9655.893312734164
10,61,9583.119506821815
10,63,9665.707442935374
10,64,10284.234200930496
10,65,9909.63510631506
10,70,10221.631307754702
10,71,10301.615706195384
10,73,10471.71175300033
10,75,11457.533558866222
10,80,10905.4126712181
10,81,11393.178078555511
10,84,11500.311075628479
10,85,11388.693428542498
10,87,12412.354595815796
10,91,11870.065621208505
10,93,11920.56524962613
10,97,12982.165644031207
10,101,12913.317857734954
10,102,13148.996722226333
10,103,14253.536742348882
10,104,13405.27140433636
10,105,14401.032438309125
10,106,14598.133829452261
10,107,15418.11270490464
12,1,2705.826106807866
12,2,1795.3901387812668
12,4,4062.726311776223
12,5,2015.4556364676132
12,6,2713.740724539449
12,10,4782.2203388240905
12,14,5450.218709011868
12,16,3104.5089744634465
12,17,1140.1002995230297
12,20,6297.79471297909
12,22,3836.272415532881
12,24,1831.2122718079977
12,29,2602.0347467520037
12,36,7947.630305296051
12,38,5516.731839399434
12,40,8241.365682567315
12,43,4266.241471376907
12,49,4792.587312892921
12,51,6131.861820800836
12,53,6444.765386058186
12,55,5437.997376178447
12,58,6132.497081539591
12,59,6585.258019002896
12,61,6924.12734516093
12,63,7250.737174811196
12,64,6677.331593357111
12,65,7250.642944654175
12,70,7806.661039630522
12,71,7642.623544534499
12,73,7812.719591339446
12,75,6805.109932216642
12,80,8102.542427201675
12,81,7487.230206138376
12,84,8037.581158951075
12,85,8585.82318452607
12,87,7918.5770660483695
12,91,8478.887115464566
12,93,9117.695005609707
12,97,8609.552937423454
12,101,9168.500402579264
12,102,10333.580768631033
12,103,10481.08914488762
12,104,9249.680155278887
12,105,10289.230184331003
12,106,11585.85590031977
12,107,11704.273411260408
14,1,3143.164171203935
14,2,4174.861904861254
14,4,2037.0580552632246
14,5,3801.0966513799717
14,6,3394.6704719799004
14,10,910.2945760550033
14,12,5450.218709011868
14,16,5374.793601572451
14,17,6590.319008534898
14,20,953.909690696801
14,22,6106.615564295683
14,24,7249.223481362962
14,29,8052.253455763872
14,36,2852.0135399311794
14,38,8109.128123224187
14,40,3416.0229607021306
14,43,9591.990424617961
14,49,10242.80602190479
14,51,9457.126664980022
14,53,9925.32543011377
14,55,10888.216085190315
14,58,10787.720123851517
14,59,10566.187888789169
14,61,10493.41408287682
14,63,10576.002018990379
14,64,11038.086540397577
14,65,10819.929682370064
14,70,11131.925883809707
14,71,11211.910282250388
14,73,11382.006329055335
14,75,12255.32864122851
14,80,11815.707247273105
14,81,12303.472654610516
14,84,12410.605651683483
14,85,12298.988004597502
14,87,13274.552818405107
14,91,12780.36019726351
14,93,12830.859825681135
14,97,13892.460220086212
14,101,13823.612433789958
14,102,14059.291298281338
14,103,15163.831318403887
14,104,14315.565980391364
14,105,15311.32701436413
14,106,15508.428405507266
14,107,16328.407280959646
16,1,3706.1306204551015
16,2,2578.7575572831934
16,4,3344.0446700218727
16,5,2252.097202984819
16,6,1986.4322533051966
16,10,4470.8081492300935
16,12,3104.5089744634465
16,14,5374.793601572451
16,17,2820.7769385460856
16,20,6293.137138587765
16,22,749.6337276258479
16,24,2931.213749982506
16,29,3552.798320862173
16,36,8191.240987822145
16,38,2752.146286554353
16,40,8755.250408593098
16,43,5262.757776981522
16,49,5393.2687505682325
16,51,4100.144828310184
16,53,4568.343593443931
16,55,5930.941361819081
16,58,5676.085647058059
16,59,5209.206052119334
16,61,5136.432246206984
16,63,5219.020182320545
16,64,5837.546940315663
16,65,5462.947845700228
16,70,5774.944047139869
16,71,5854.92844558055
16,73,6025.024492385496
16,75,7010.84629825139
16,80,6458.725410603269
16,81,6946.490817940679
16,84,7053.623815013647
16,85,6942.006167927667
16,87,7965.667335200965
16,91,7423.378360593672
16,93,7473.877989011298
16,97,8535.478383416377
16,101,8466.630597120124
16,102,8702.309461611503
16,103,9806.849481734052
16,104,8958.58414372153
16,105,9954.345177694295
16,106,10151.446568837431
16,107,10971.425444289811
17,1,3845.9264063308956
17,2,2771.239419155434
17,4,4963.70407807478
17,5,2916.4334027661694
17,6,3614.7184908380045
17,10,5922.320638347121
17,12,1140.1002995230297
17,14,6590.319008534898
17,16,2820.7769385460856
17,20,7437.89501250212
17,22,2713.3409707279725
17,24,691.1119722849677
17,29,1461.934447228974
17,36,9087.73060481908
17,38,4388.190969754362
17,40,9381.465982090343
17,43,3126.1411718538775
17,49,3652.487013369889
17,51,4997.3358415630455
17,53,5310.239406820397
17,55,4297.897076655416
17,58,4993.01329836429
17,59,5450.320249658366
17,61,5789.601365923144
17,63,6116.21119557341
17,64,5537.84781018181
17,65,6116.116965416389
17,70,6672.135060392736
17,71,6508.097565296713
17,73,6678.19361210166
17,75,5665.009632693611
17,80,6963.058644026373
17,81,6347.129906615345
17,84,6898.097375775774
17,85,7446.3394013507705
17,87,6778.4767665253385
17,91,7338.786815941535
17,93,7978.211222434403
17,97,7469.452637900424
17,101,8028.400103056234
17,102,9193.480469108003
17,103,9340.988845364589
17,104,8109.579855755857
17,105,9149.129884807973
17,106,10445.75560079674
17,107,10564.173111737378
20,1,4061.5077082192506
20,2,5093.205441876569
20,4,2955.40159227854
20,5,4719.440188395287
20,6,4313.0140089952165
20,10,1828.6381130703185
20,12,6297.79471297909
20,14,953.909690696801
20,16,6293.137138587765
20,17,7437.89501250212
20,22,7024.959101310997
20,24,8096.799485330185
20,29,8899.829459731094
20,36,1898.1038492343782
20,38,9027.471660239506
20,40,2462.1132700053295
20,43,10439.566428585178
20,49,11090.382025872012
20,51,10375.470201995338
20,53,10843.668967129086
20,55,11735.792089157538
20,58,11706.063660866834
20,59,11484.531425804485
20,61,11411.757619892136
20,63,11494.345556005695
20,64,11956.430077412893
20,65,11738.27321938538
20,70,12050.269420825023
20,71,12130.253819265705
20,73,12300.349866070652
20,75,13102.904645195733
20,80,12734.050784288422
20,81,13221.816191625832
20,84,13328.9491886988
20,85,13217.331541612819
20,87,14122.12882237232
20,91,13698.703734278826
20,93,13749.203362696451
20,97,14810.803757101528
20,101,14741.955970805275
20,102,14977.634835296654
20,103,16082.174855419204
20,104,15233.90951740668
20,105,16229.670551379446
20,106,16426.77194252258
20,107,17246.750817974957
22,1,4437.894061524536
22,2,3310.5209983526274
22,4,4069.5575090324587
22,5,2984.0273091938657
22,6,2711.945092315783
22,10,5196.320988240681
22,12,3836.272415532881
22,14,6106.615564295683
22,16,749.6337276258479
22,17,2713.3409707279725
22,20,7024.959101310997
22,24,2543.795374668946
22,29,2867.2551523159027
22,36,8923.062950545378
22,38,2002.5125589285046
22,40,9487.07237131633
22,43,4552.080180101262
22,49,4643.635022942385
22,51,3350.511100684336
22,53,3818.7098658180835
22,55,5181.307634193234
22,58,4926.451919432212
22,59,4459.572324493487
22,61,4386.798518581137
22,63,4469.386454694698
22,64,5087.913212689816
22,65,4713.3141180743805
22,70,5025.310319514022
22,71,5105.294717954703
22,73,5275.390764759649
22,75,6261.212570625543
22,80,5709.091682977421
22,81,6196.857090314832
22,84,6303.9900873878
22,85,6192.37244030182
22,87,7216.0336075751175
22,91,6673.744632967825
22,93,6724.244261385451
22,97,7785.844655790531
22,101,7716.996869494276
22,102,7952.675733985657
22,103,9057.215754108205
22,104,8208.950416095682
22,105,9204.71145006845
22,106,9401.812841211586
22,107,10221.791716663965
24,1,4504.830879158958
24,2,3462.351391440402
24,4,5654.816050359748
24,5,3607.5453750511374
24,6,4305.830463122972
24,10,6581.225111175187
24,12,1831.2122718079977
24,14,7249.223481362962
24,16,2931.213749982506
24,17,691.1119722849677
24,20,8096.799485330185
24,22,2543.795374668946
24,29,1110.7449060597903
24,36,9746.635077647144
24,38,4060.948685098056
24,40,10040.370454918406
24,43,2435.2636516630737
24,49,3299.8108219719893
24,51,4650.086112648448
24,53,4962.989677905799
24,55,3943.737838193743
24,58,4643.992218044998
24,59,5102.9960377175685
24,61,5442.351637008545
24,63,5768.961466658812
24,64,5187.178278736735
24,65,5768.867236501791
24,70,6324.885331478137
24,71,6160.847836382114
24,73,6330.943883187062
24,75,5279.978102278535
24,80,6601.768672620167
24,81,5974.275690503903
24,84,6533.782985553292
24,85,7083.703764267607
24,87,6087.364794240372
24,91,6965.932599830095
24,93,7613.95844162607
24,97,6778.3406656154575
24,101,7599.566460975394
24,102,8814.672627741944
24,103,8912.155203283744
24,104,7418.467883470891
24,105,8458.017912523006
24,106,10016.921958715895
24,107,10135.339469656536
29,1,5307.86085355987
29,2,4230.657736039563
29,4,6423.12239495891
29,5,4375.851719650299
29,6,5074.136807722134
29,10,7384.255085576095
29,12,2602.0347467520037
29,14,8052.253455763872
29,16,3552.798320862173
29,17,1461.934447228974
29,20,8899.829459731094
29,22,2867.2551523159027
29,24,1110.7449060597903
29,36,10549.665052048054
29,38,3011.2455439114246
29,40,10843.400429319317
29,43,1754.787116346577
29,49,2190.5525661409156
29,51,3542.1854136111633
29,53,3855.0889788685145
29,55,2835.962629426441
29,58,3534.733962213924
29,59,3994.210527169506
29,61,4334.450937971261
29,63,4661.060767621527
29,64,4077.920022905659
29,65,4660.966537464506
29,70,5216.984632440853
29,71,5052.947137344829
29,73,5223.0431841497775
29,75,4203.075185464639
29,80,5503.130856750224
29,81,4885.478802548485
29,84,5438.1695884996225
29,85,5986.411614074619
29,87,5406.888258923875
29,91,5877.135711874674
29,93,6518.283435158252
29,97,6097.86413029896
29,101,6566.465655827262
29,102,7731.829365041142
29,103,7879.054398135615
29,104,6737.991348154394
29,105,7769.886861784968
29,106,8983.821153567762
29,107,9102.2386645084
36,1,5767.328172209113
36,2,6894.701235381021
36,4,4853.50544151292
36,5,6617.544037629667
36,6,6211.117858229597
36,10,3726.7419623046967
36,12,7947.630305296051
36,14,2852.0135399311794
36,16,8191.240987822145
36,17,9087.73060481908
36,20,1898.1038492343782
36,22,8923.062950545378
36,24,9746.635077647144
36,29,10549.665052048054
36,38,10925.575509473883
36,40,564.0094207709514
36,43,12089.402020902136
36,49,12740.217618188974
36,51,12273.574051229716
36,53,12741.772816363464
36,55,13385.6276814745
36,58,13420.339337351192
36,59,13382.635275038863
36,61,13309.861469126514
36,63,13392.449405240073
36,64,13854.533926647271
36,65,13636.377068619759
36,70,13948.373270059401
36,71,14028.357668500083
36,73,14198.45371530503
36,75,14752.740237512695
36,80,14632.1546335228
36,81,15038.531731353412
36,84,15227.053037933178
36,85,15115.435390847197
36,87,15771.964414689279
36,91,15596.807583513204
36,93,15647.307211930829
36,97,16462.94028606436
36,101,16640.059820039645
36,102,16875.73868453102
36,103,17980.27870465357
36,104,17103.06750391979
36,105,18127.774400613813
36,106,18324.87579175695
36,107,19144.854667209325
38,1,6261.9379529085245
38,2,5134.564889736616
38,4,6072.070067960963
38,5,4808.071200577854
38,6,4714.457651244288
38,10,7198.833547169185
38,12,5516.731839399434
38,14,8109.128123224187
38,16,2752.146286554353
38,17,4388.190969754362
38,20,9027.471660239506
38,22,2002.5125589285046
38,24,4060.948685098056
38,29,3011.2455439114246
38,36,10925.575509473883
38,40,11489.584930244835
38,43,2922.7739334781413
38,49,2641.1224640138817
38,51,1347.998541755831
38,53,1816.1973068895784
38,55,3178.7950752647307
38,58,2923.939360503709
38,59,2457.0597655649835
38,61,2384.2859596526323
38,63,2466.873895766194
38,64,3085.4006537613127
38,65,2710.801559145877
38,70,3022.7977605855194
38,71,3102.7821590261997
38,73,3272.8782058311463
38,75,4258.700011697039
38,80,3706.579124048919
38,81,4194.3445313863285
38,84,4301.477528459296
38,85,4189.859881373316
38,87,5213.521048646614
38,91,4671.232074039322
38,93,4721.7317024569475
38,97,5783.332096862027
38,101,5714.484310565773
38,102,5950.163175057153
38,103,7054.703195179699
38,104,6206.437857167179
38,105,7202.198891139945
38,106,7399.30028228308
38,107,8219.279157735462
40,1,6061.063549480376
40,2,7188.436612652285
40,4,5417.514862283872
40,5,7089.6474400391835
40,6,6775.12727900055
40,10,4290.751383075649
40,12,8241.365682567315
40,14,3416.0229607021306
40,16,8755.250408593098
40,17,9381.465982090343
40,20,2462.1132700053295
40,22,9487.07237131633
40,24,10040.370454918406
40,29,10843.400429319317
40,36,564.0094207709514
40,38,11489.584930244835
40,43,12383.137398173398
40,49,13033.952995460237
40,51,12782.71650103227
40,53,13195.214350217948
40,55,13679.363058745763
40,58,13714.074714622453
40,59,13836.076808893351
40,61,13763.303002981002
40,63,13901.59185504263
40,64,14182.44296458218
40,65,14089.818602474244
40,70,14457.515719861954
40,71,14481.799202354565
40,73,14651.895249159516
40,75,15046.475614783958
40,80,15085.596167377287
40,81,15332.267108624674
40,84,15632.728341888967
40,85,15568.876924701683
40,87,16065.69979196054
40,91,16050.249117367688
40,93,16100.748745785315
40,97,16756.67566333562
40,101,17093.501353894128
40,102,17329.18021838551
40,103,18433.72023850807
40,104,17396.80288119105
40,105,18436.352910243182
40,106,18888.8852125279
40,107,19598.29620106383
43,1,6847.597822413954
43,2,5897.3805910093115
43,4,8089.8452499286595
43,5,6042.574574620048
43,6,6740.859662691883
43,10,8923.99205443018
43,12,4266.241471376907
43,14,9591.990424617961
43,16,5262.757776981522
43,17,3126.1411718538775
43,20,10439.566428585178
43,22,4552.080180101262
43,24,2435.2636516630737
43,29,1754.787116346577
43,36,12089.402020902136
43,38,2922.7739334781413
43,40,12383.137398173398
43,49,1290.8367491119227
43,51,2757.1378590477125
43,53,3070.041424305064
43,55,1932.66086768819
43,58,2634.2743690668394
43,59,3099.4602765046975
43,61,3549.40338340781
43,63,3876.013213058075
43,64,3177.1137721601567
43,65,3875.918982901054
43,70,4431.937077877401
43,71,4267.899582781377
43,73,4437.995629586326
43,75,3268.9011317729814
43,80,4590.691702114614
43,81,3963.19871999835
43,84,4522.706015047737
43,85,5072.626793762051
43,87,3682.5623937871396
43,91,4954.85562932454
43,93,5602.881471120517
43,97,4373.538265162224
43,101,5568.545495481434
43,102,6783.651662247983
43,103,6881.134237789785
43,104,5013.665483017658
43,105,6053.2155120697735
43,106,7985.900993221934
43,107,8104.318504162575
49,1,7498.413419700787
49,2,6412.295926195196
49,4,8604.760585114544
49,5,6557.489909805933
49,6,7255.774997877768
49,10,9574.807651717012
49,12,4792.587312892921
49,14,10242.80602190479
49,16,5393.2687505682325
49,17,3652.487013369889
49,20,11090.382025872012
49,22,4643.635022942385
49,24,3299.8108219719893
49,29,2190.5525661409156
49,36,12740.217618188974
49,38,2641.1224640138817
49,40,13033.952995460237
49,43,1290.8367491119227
49,51,1647.187431707699
49,53,1847.0429467321424
49,55,654.5454901243575
49,58,1346.624183445524
49,59,1811.8100908833817
49,61,2292.4317726903037
49,63,2748.921312873424
49,64,1889.810244137259
49,65,2637.940173375038
49,70,3303.3930286288273
49,71,3029.53019110536
49,73,3197.8324869049097
49,75,2021.6580461625542
49,80,3315.021077981823
49,81,2697.3690237800843
49,84,3250.0598097312227
49,85,3798.3018353062184
49,87,3233.700471051605
49,91,3689.025933106273
49,93,4330.17365638985
49,97,3924.6763424266896
49,101,4385.048516525176
49,102,5543.71958627274
49,103,5697.637258833529
49,104,4564.803560282124
49,105,5588.4697224828815
49,106,6802.404014265678
49,107,6920.821525206317
51,1,6961.405029510531
51,2,5834.031966338623
51,4,7420.0686097167945
51,5,5717.289393506761
51,6,6062.45619300012
51,10,8546.832088925017
51,12,6131.861820800836
51,14,9457.126664980022
51,16,4100.144828310184
51,17,4997.3358415630455
51,20,10375.470201995338
51,22,3350.511100684336
51,24,4650.086112648448
51,29,3542.1854136111633
51,36,12273.574051229716
51,38,1347.998541755831
51,40,12782.71650103227
51,43,2757.1378590477125
51,49,1647.187431707699
51,53,536.4917907155013
51,55,1899.0895590906543
51,58,1644.2338443296308
51,59,1177.3542493909056
51,61,1104.5804434785541
51,63,1118.8753540103621
51,64,1805.6951375872345
51,65,1431.0960429717989
51,70,1674.7992188296876
51,71,1823.0766428521215
51,73,1993.1726896570704
51,75,2978.994495522962
51,80,2426.8736078748425
51,81,2914.6390152122517
51,84,3021.7720122852184
51,85,2910.1543651992392
51,87,3933.815532472536
51,91,3391.5265578652447
51,93,3442.026186282871
51,97,4503.626580687948
51,101,4434.778794391694
51,102,4661.5575246914605
51,103,5774.99767900562
51,104,4926.7323409931
51,105,5922.493374965866
51,106,6126.998749350376
51,107,6939.573641561384
53,1,7373.902878696209
53,2,6246.529815524301
53,4,7888.267374850543
53,5,6129.7872426924405
53,6,6530.654958133869
53,10,9015.030854058765
53,12,6444.765386058186
53,14,9925.32543011377
53,16,4568.343593443931
53,17,5310.239406820397
53,20,10843.668967129086
53,22,3818.7098658180835
53,24,4962.989677905799
53,29,3855.0889788685145
53,36,12741.772816363464
53,38,1816.1973068895784
53,40,13195.214350217948
53,43,3070.041424305064
53,49,1847.0429467321424
53,51,536.4917907155013
53,55,1362.5977683751528
53,58,1107.7420536141294
53,59,640.8624586754044
53,61,568.0886527630528
53,63,916.2993920769544
53,64,1269.2033468717332
53,65,894.6042522562974
53,70,1472.2232568962797
53,71,1286.58485213662
53,73,1456.680898941569
53,75,2442.502704807461
53,80,1890.3818171593416
53,81,2378.147224496751
53,84,2485.2802215697175
53,85,2373.6625744837384
53,87,3397.323741757035
53,91,2855.034767149744
53,93,2905.53439556737
53,97,3967.1347899724474
53,101,3898.287003676193
53,102,4133.965868167573
53,103,5238.5058882901185
53,104,4390.240550277598
53,105,5386.001584250364
53,106,5809.175928020743
53,107,6403.081850845882
55,1,8143.823482986313
55,2,7060.157280415964
55,4,9250.865143225696
55,5,7205.351264026701
55,6,7893.252726509018
55,10,10220.217715002538
55,12,5437.997376178447
55,14,10888.216085190315
55,16,5930.941361819081
55,17,4297.897076655416
55,20,11735.792089157538
55,22,5181.307634193234
55,24,3943.737838193743
55,29,2835.962629426441
55,36,13385.6276814745
55,38,3178.7950752647307
55,40,13679.363058745763
55,43,1932.66086768819
55,49,654.5454901243575
55,51,1899.0895590906543
55,53,1362.5977683751528
55,58,704.2253154030522
55,59,1170.931044996665
55,61,1649.6291906020494
55,63,2106.1187307851696
55,64,1247.0076620490045
55,65,1995.1375912867836
55,70,2660.590446540573
55,71,2386.727609017106
55,73,2555.029904816655
55,75,1367.1125560381965
55,80,2672.218495893568
55,81,2053.6910232051823
55,84,2607.257227642968
55,85,3155.4992532179635
55,87,2582.6081753985263
55,91,3045.347932531371
55,93,3687.3710743015954
55,97,3273.584046773613
55,101,3730.5030264008187
55,102,4900.041585697839
55,103,5043.091768709172
55,104,3913.711264629046
55,105,4933.924232358525
55,106,6147.858524141321
55,107,6266.276035081961
58,1,7968.802552032714
58,2,6841.429488860806
58,4,8996.009428464671
58,5,6986.623472471542
58,6,7638.397011747997
58,10,10119.721753663736
58,12,6132.497081539591
58,14,10787.720123851517
58,16,5676.085647058059
58,17,4993.01329836429
58,20,11706.063660866834
58,22,4926.451919432212
58,24,4643.992218044998
58,29,3534.733962213924
58,36,13420.339337351192
58,38,2923.939360503709
58,40,13714.074714622453
58,43,2634.2743690668394
58,49,1346.624183445524
58,51,1644.2338443296308
58,53,1107.7420536141294
58,55,704.2253154030522
58,59,466.87959493872506
58,61,960.3426414161153
58,63,1413.762256260672
58,64,558.1690056656556
58,65,1303.9037043819349
58,70,1969.6861210799975
58,71,1695.8843042622575
58,73,1865.9803510672066
58,75,1576.9117190229813
58,80,1983.6148955171116
58,81,1671.85313995866
58,84,1918.6536272665112
58,85,2466.895652841508
58,87,2792.4073383833124
58,91,2509.573493577884
58,93,2998.7674739251393
58,97,3483.3832097583986
58,101,3474.1801507702226
58,102,4263.376371367411
58,103,4814.399035384151
58,104,3933.3777961202327
58,105,4929.138830092999
58,106,5702.2721217372
58,107,6009.953159451362
59,1,8014.765337371612
59,2,6887.392274199704
59,4,8529.129833525945
59,5,6770.649701367844
59,6,7171.517416809272
59,10,9655.893312734164
59,12,6585.258019002896
59,14,10566.187888789169
59,16,5209.206052119334
59,17,5450.320249658366
59,20,11484.531425804485
59,22,4459.572324493487
59,24,5102.9960377175685
59,29,3994.210527169506
59,36,13382.635275038863
59,38,2457.0597655649835
59,40,13836.076808893351
59,43,3099.4602765046975
59,49,1811.8100908833817
59,51,1177.3542493909056
59,53,640.8624586754044
59,55,1170.931044996665
59,58,466.87959493872506
59,61,495.0312909386049
59,63,948.2561241585162
59,64,715.3522898919507
59,65,838.397572279779
59,70,1504.1799889778415
59,71,1230.3781721601013
59,73,1400.4742189650506
59,75,2043.7913139617062
59,80,1520.7724844797071
59,81,2008.5378918171166
59,84,2115.670888890083
59,85,2004.0532418041041
59,87,3027.714409077401
59,91,2485.4254344701108
59,93,2535.9250628877367
59,97,3597.5254572928134
59,101,3528.677670996559
59,102,3870.615408760995
59,103,4868.896555610487
59,104,4020.6312175979647
59,105,5016.392251570733
59,106,5515.987683688614
59,107,6033.472518166252
61,1,7941.991531459261
61,2,6814.618468287353
61,4,8456.356027613596
61,5,6697.875895455492
61,6,7098.743610896921
61,10,9583.119506821815
61,12,6924.12734516093
61,14,10493.41408287682
61,16,5136.432246206984
61,17,5789.601365923144
61,20,11411.757619892136
61,22,4386.798518581137
61,24,5442.351637008545
61,29,4334.450937971261
61,36,13309.861469126514
61,38,2384.2859596526323
61,40,13763.303002981002
61,43,3549.40338340781
61,49,2292.4317726903037
61,51,1104.5804434785541
61,53,568.0886527630528
61,55,1649.6291906020494
61,58,960.3426414161153
61,59,495.0312909386049
61,63,456.98943959917153
61,64,701.1146941086804
61,65,347.1308877204343
61,70,1012.9133044184969
61,71,739.1114876007567
61,73,909.2075344057058
61,75,1874.4140520444084
61,80,1322.2931643962886
61,81,1810.0585717336983
61,84,1917.191568806665
61,85,1805.5739217206858
61,87,2829.2350889939826
61,91,2286.9461143866915
61,93,2337.445742804318
